"		지점번호",지점명,date,avg_temp,max_temp,"	최고기온시각",min_temp,최저기온시각일교차,
"		108",서울,1985-04-05,7,14.8,14:19,2.2,6:30,12.6
"		108",서울,1985-04-06,9,15.2,15:09,3.1,5:47,12.1
"		108",서울,1985-04-07,12,19.3,14:36,5.4,6:45,13.9
"		108",서울,1985-04-08,12.4,20.1,14:57,6.7,6:40,13.4
"		108",서울,1986-04-02,10.6,17.8,14:53,5.1,6:50,12.7
"		108",서울,1986-04-03,11.5,17.4,15:54,6.6,6:20,10.8
"		108",서울,1986-04-04,10.6,17.6,13:12,7,6:35,10.6
"		108",서울,1986-04-05,9.1,14.4,12:25,5.3,6:50,9.1
"		108",서울,1986-04-06,7.3,11.4,14:19,4.5,7:00,6.9
"		108",서울,1986-04-07,7.6,13.6,16:13,1.6,6:24,12
"		108",서울,1986-04-08,10.3,17.9,13:52,3.7,5:52,14.2
"		108",서울,1987-04-02,5.2,10.5,15:14,2.1,6:54,8.4
"		108",서울,1987-04-03,5.1,6.8,12:05,2.9,0:00,3.9
"		108",서울,1987-04-04,10,18,16:52,3.6,4:00,14.4
"		108",서울,1987-04-05,15.9,24.7,15:37,7.1,6:26,17.6
"		108",서울,1987-04-06,12.8,16.4,0:00,10.4,15:55,6
"		108",서울,1987-04-07,11.1,15.8,17:12,7.6,6:00,8.2
"		108",서울,1987-04-08,14.7,22,15:20,8.2,2:55,13.8
"		108",서울,1988-04-02,10.7,18.6,16:59,4.6,6:32,14
"		108",서울,1988-04-03,11.3,16.3,15:05,6.4,6:25,9.9
"		108",서울,1988-04-04,12.4,19.6,14:12,6.6,5:30,13
"		108",서울,1988-04-05,7.8,9.9,14:23,5.9,24:00:00,4
"		108",서울,1988-04-06,9,14.3,15:04,3.2,5:40,11.1
"		108",서울,1988-04-07,9.2,15.3,15:52,5.6,6:30,9.7
"		108",서울,1988-04-08,8.8,12.5,14:37,5.9,24:00:00,6.6
"		108",서울,1989-04-02,10.1,17.4,13:57,3.7,6:35,13.7
"		108",서울,1989-04-03,11.7,17.9,16:37,4.9,6:50,13
"		108",서울,1989-04-04,13.1,19.5,15:29,6.2,5:51,13.3
"		108",서울,1989-04-05,13.1,19.6,14:50,7,6:50,12.6
"		108",서울,1989-04-06,14.1,22.6,14:28,6.4,6:35,16.2
"		108",서울,1989-04-07,12.7,18.7,13:29,8.5,6:30,10.2
"		108",서울,1989-04-08,14,20.1,15:53,8.2,6:35,11.9
"		108",서울,1990-04-02,10.7,18.4,17:07,5.2,5:35,13.2
"		108",서울,1990-04-03,7.8,11,11:56,3.4,24:00:00,7.6
"		108",서울,1990-04-04,5.2,9.6,13:58,1.6,7:10,8
"		108",서울,1990-04-05,7.5,12.5,14:50,2.3,5:55,10.2
"		108",서울,1990-04-06,10.2,15,14:33,4.3,6:36,10.7
"		108",서울,1990-04-07,8.3,9.8,14:50,5.5,24:00:00,4.3
"		108",서울,1990-04-08,9,13.1,13:38,5.2,0:39,7.9
"		108",서울,1991-04-02,5.7,11.2,13:40,0,6:52,11.2
"		108",서울,1991-04-03,8,13.9,13:54,4.8,3:10,9.1
"		108",서울,1991-04-04,8.8,15,15:01,2.8,6:53,12.2
"		108",서울,1991-04-05,9.5,15.8,15:30,2.6,6:40,13.2
"		108",서울,1991-04-06,13.3,19.5,14:11,6.8,7:12,12.7
"		108",서울,1991-04-07,16.2,24.1,16:09,9.8,6:34,14.3
"		108",서울,1991-04-08,15.2,22.7,15:10,9.2,6:44,13.5
"		108",서울,1992-04-02,11.7,18.3,15:37,7.7,2:55,10.6
"		108",서울,1992-04-03,14.1,20.4,13:46,6.8,5:58,13.6
"		108",서울,1992-04-04,15.6,22,15:08,10,6:50,12
"		108",서울,1992-04-05,14.8,21.5,14:29,9,6:50,12.5
"		108",서울,1992-04-06,14.1,21.6,14:44,8.7,24:00:00,12.9
"		108",서울,1992-04-07,13.5,20.2,15:10,7.2,6:30,13
"		108",서울,1992-04-08,12.8,16.7,14:09,8.6,6:50,8.1
"		108",서울,1993-04-02,10.2,17.4,15:53,4.8,5:22,12.6
"		108",서울,1993-04-03,11.1,15.8,14:25,6.7,6:54,9.1
"		108",서울,1993-04-04,8.9,12.1,16:15,6.1,24:00:00,6
"		108",서울,1993-04-05,8.4,14.3,14:31,2.6,6:37,11.7
"		108",서울,1993-04-06,7.7,12.7,13:23,3.8,6:18,8.9
"		108",서울,1993-04-07,4.3,6.7,15:44,1,24:00:00,5.7
"		108",서울,1993-04-08,3.1,6.2,12:27,0.4,6:13,5.8
"		108",서울,1994-04-02,10.1,14.6,15:21,6.7,6:09,7.9
"		108",서울,1994-04-03,13.1,21.4,15:37,7.4,7:40,14
"		108",서울,1994-04-04,15.3,21.3,14:25,10,6:44,11.3
"		108",서울,1994-04-05,18.1,27.4,15:47,8.8,6:38,18.6
"		108",서울,1994-04-06,19.8,28.9,13:56,13.1,6:36,15.8
"		108",서울,1994-04-07,19.3,26.4,15:28,10.8,24:00:00,15.6
"		108",서울,1994-04-08,10.2,13.4,17:20,8.5,24:00:00,4.9
"		108",서울,1995-04-02,3.8,8,14:37,-0.4,6:57,8.4
"		108",서울,1995-04-03,5.6,10.6,14:43,0.5,6:09,10.1
"		108",서울,1995-04-04,7.4,13.1,15:39,1.5,6:36,11.6
"		108",서울,1995-04-05,8.3,13.6,15:20,4.7,2:30,8.9
"		108",서울,1995-04-06,6.9,12.2,17:00,4.7,2:32,7.5
"		108",서울,1995-04-07,10.4,16.5,15:01,4.4,6:58,12.1
"		108",서울,1995-04-08,14,18.8,14:53,10.8,0:44,8
"		108",서울,1996-04-02,3.3,7.7,15:11,-0.9,6:30,8.6
"		108",서울,1996-04-03,3.9,8.6,15:06,0.1,6:00,8.5
"		108",서울,1996-04-04,5.4,10.9,15:01,0.3,5:31,10.6
"		108",서울,1996-04-05,8.5,15,14:33,4.1,5:25,10.9
"		108",서울,1996-04-06,6.8,11.1,11:37,5.2,4:33,5.9
"		108",서울,1996-04-07,8.3,12.1,14:43,6,23:40,6.1
"		108",서울,1996-04-08,9.3,15.8,16:10,3.3,6:40,12.5
"		108",서울,1997-04-02,9.9,12.6,17:07,8.2,5:00,4.4
"		108",서울,1997-04-03,13,17.6,16:48,8.4,6:50,9.2
"		108",서울,1997-04-04,11.2,13.1,13:43,9.7,7:00,3.4
"		108",서울,1997-04-05,11.6,14.4,16:30,10,6:42,4.4
"		108",서울,1997-04-06,9.2,10.8,1:40,7.8,7:27,3
"		108",서울,1997-04-07,11.6,18.4,15:57,6.4,6:59,12
"		108",서울,1997-04-08,11.8,16.9,15:15,8.5,6:00,8.4
"		108",서울,1998-04-02,6.4,11.8,14:02,1.9,6:57,9.9
"		108",서울,1998-04-03,8,13.6,15:20,2.9,7:05,10.7
"		108",서울,1998-04-04,10.5,17,15:50,3.2,6:42,13.8
"		108",서울,1998-04-05,11.1,13.1,13:50,8.2,6:15,4.9
"		108",서울,1998-04-06,17.7,25.1,16:00,11,6:02,14.1
"		108",서울,1998-04-07,16.4,21.3,13:28,11.3,6:49,10
"		108",서울,1998-04-08,16.4,20.6,15:06,12.8,7:04,7.8
"		108",서울,1999-04-02,9,13.6,17:03,5,24:00:00,8.6
"		108",서울,1999-04-03,7,11.2,14:20,2.3,6:30,8.9
"		108",서울,1999-04-04,8.3,13.8,14:03,1.8,6:33,12
"		108",서울,1999-04-05,10.5,17.2,14:58,6.6,6:30,10.6
"		108",서울,1999-04-06,7.7,12.6,13:30,3.7,24:00:00,8.9
"		108",서울,1999-04-07,8,13.6,15:28,1.6,5:07,12
"		108",서울,1999-04-08,11.7,17.4,14:54,5.6,6:47,11.8
"		108",서울,2000-04-02,12.1,16.9,15:11,7.3,3:55,9.6
"		108",서울,2000-04-03,13.4,19,14:50,7.6,6:30,11.4
"		108",서울,2000-04-04,14,20.4,13:35,9.1,5:38,11.3
"		108",서울,2000-04-05,9.6,13.3,15:23,6.1,24:00:00,7.2
"		108",서울,2000-04-06,8.6,14,14:45,3.4,6:23,10.6
"		108",서울,2000-04-07,8.9,12.6,13:56,5.8,1:42,6.8
"		108",서울,2000-04-08,9.6,17,15:30,4.1,6:08,12.9
"		108",서울,2001-04-02,7,8.8,13:12,4.9,2:33,3.9
"		108",서울,2001-04-03,8.9,15,15:34,2.1,6:12,12.9
"		108",서울,2001-04-04,10.4,16.6,13:17,5,6:23,11.6
"		108",서울,2001-04-05,9.4,14.2,13:15,5,6:51,9.2
"		108",서울,2001-04-06,12.1,17.5,15:34,6.8,3:14,10.7
"		108",서울,2001-04-07,13.6,16.7,16:29,10.6,1:03,6.1
"		108",서울,2001-04-08,16.3,21.5,13:00,10.2,4:03,11.3
"		108",서울,2002-04-02,15.5,22.6,15:19,8.5,5:22,14.1
"		108",서울,2002-04-03,15.1,20.8,15:27,10.4,6:41,10.4
"		108",서울,2002-04-04,15,21.8,14:04,8.3,6:26,13.5
"		108",서울,2002-04-05,17.7,25.2,15:20,10.6,4:37,14.6
"		108",서울,2002-04-06,11.1,13.6,12:48,9.5,20:51,4.1
"		108",서울,2002-04-07,8.9,10.9,12:59,7.9,5:50,3
"		108",서울,2002-04-08,8.3,12.4,13:11,5.1,23:49,7.3
"		108",서울,2003-04-02,14.9,21,15:17,10.2,6:46,10.8
"		108",서울,2003-04-03,13.9,19.8,13:47,8.6,6:46,11.2
"		108",서울,2003-04-04,14.2,19.3,13:53,10.3,7:11,9
"		108",서울,2003-04-05,12,17.7,13:46,7.6,6:41,10.1
"		108",서울,2003-04-06,12,18.3,14:25,7,6:53,11.3
"		108",서울,2003-04-07,11,17.1,12:36,7.4,22:26,9.7
"		108",서울,2003-04-08,10.1,14.4,15:08,7.6,0:00,6.8
"		108",서울,2004-04-02,5.6,7.5,14:52,4.5,5:35,3
"		108",서울,2004-04-03,6.4,9.6,14:34,2.7,6:11,6.9
"		108",서울,2004-04-04,7.6,13,15:20,2.7,6:32,10.3
"		108",서울,2004-04-05,9.1,14.6,15:54,4.5,6:53,10.1
"		108",서울,2004-04-06,7.9,10.8,12:14,5.5,3:05,5.3
"		108",서울,2004-04-07,10.3,15.1,14:06,7.4,6:03,7.7
"		108",서울,2004-04-08,10.5,15.8,14:28,4.8,6:40,11
"		108",서울,2005-04-02,10.4,15.8,13:10,6.5,5:27,9.3
"		108",서울,2005-04-03,8.6,14.5,15:56,5.6,8:24,8.9
"		108",서울,2005-04-04,9.3,14.3,16:15,4.1,6:46,10.2
"		108",서울,2005-04-05,13.3,19,16:20,7.3,5:58,11.7
"		108",서울,2005-04-06,13.8,17.7,14:03,9.6,4:19,8.1
"		108",서울,2005-04-07,12.9,16.1,16:14,10.5,23:23,5.6
"		108",서울,2005-04-08,14.9,22.5,16:22,7.5,6:15,15
"		108",서울,2006-04-02,7.4,11.1,16:35,5.3,6:17,5.8
"		108",서울,2006-04-03,11.4,18.7,15:43,4.3,5:20,14.4
"		108",서울,2006-04-04,12,14.5,16:52,10.8,2:21,3.7
"		108",서울,2006-04-05,11.6,17.5,15:10,7.3,6:31,10.2
"		108",서울,2006-04-06,9.7,13,15:31,5.6,4:27,7.4
"		108",서울,2006-04-07,10.2,13.3,14:23,7.9,23:41,5.4
"		108",서울,2006-04-08,10.2,14.1,15:03,6.6,6:44,7.5
"		108",서울,2007-04-02,5.6,8.8,13:21,3.2,6:47,5.6
"		108",서울,2007-04-03,5.5,9.1,16:03,1.6,5:48,7.5
"		108",서울,2007-04-04,6.3,11.1,15:20,2,6:36,9.1
"		108",서울,2007-04-05,8.3,13.6,14:34,2.5,6:13,11.1
"		108",서울,2007-04-06,9.5,14.6,15:30,6.5,5:48,8.1
"		108",서울,2007-04-07,9.3,13.8,14:34,6.3,4:58,7.5
"		108",서울,2007-04-08,9.5,14.6,17:03,6,6:51,8.6
"		108",서울,2008-04-02,7.6,10.2,16:29,6.2,8:36,4
"		108",서울,2008-04-03,8.7,13.2,12:51,4.6,6:15,8.6
"		108",서울,2008-04-04,10.1,16.5,15:38,3.8,6:29,12.7
"		108",서울,2008-04-05,12.9,19.1,14:30,7.4,6:22,11.7
"		108",서울,2008-04-06,14.8,22.6,15:12,8.6,6:27,14
"		108",서울,2008-04-07,13.2,18.6,15:52,9.8,0:00,8.8
"		108",서울,2008-04-08,16.4,23.9,15:51,9.3,6:20,14.6
"		108",서울,2009-04-02,7.6,14.2,15:50,2.6,6:06,11.6
"		108",서울,2009-04-03,8.2,12.8,14:55,5.3,5:25,7.5
"		108",서울,2009-04-04,8.7,12.7,13:28,6,6:01,6.7
"		108",서울,2009-04-05,9.8,15.8,15:20,5.7,4:57,10.1
"		108",서울,2009-04-06,10.9,17,15:27,5.4,5:58,11.6
"		108",서울,2009-04-07,14.1,21.3,15:45,7.8,5:19,13.5
"		108",서울,2009-04-08,16.2,23.9,14:56,9.8,5:28,14.1
"		108",서울,2010-04-02,5.5,10.3,15:59,1.3,6:06,9
"		108",서울,2010-04-03,5,9.5,15:56,1.1,6:03,8.4
"		108",서울,2010-04-04,7.7,14.5,13:04,2.3,2:45,12.2
"		108",서울,2010-04-05,10.4,14.8,17:04,4.8,5:11,10
"		108",서울,2010-04-06,8.5,11.7,14:48,4.8,23:46,6.9
"		108",서울,2010-04-07,7.3,12.6,15:33,2.3,5:37,10.3
"		108",서울,2010-04-08,9.1,15.5,13:48,3.3,5:53,12.2
"		108",서울,2011-04-02,8.9,12.8,14:08,5.3,5:23,7.5
"		108",서울,2011-04-03,9.6,15.5,15:15,4.9,6:16,10.6
"		108",서울,2011-04-04,10.1,16.7,14:48,4.5,6:29,12.2
"		108",서울,2011-04-05,10.7,17.1,13:50,5.1,6:21,12
"		108",서울,2011-04-06,10.6,16.6,14:10,5.2,6:26,11.4
"		108",서울,2011-04-07,9.6,10.7,13:19,8.5,4:51,2.2
"		108",서울,2011-04-08,11.4,17.3,15:21,7.4,6:26,9.9
"		108",서울,2012-04-02,8.3,14.1,13:33,3.5,0:01,10.6
"		108",서울,2012-04-03,4.9,9.4,0:41,1.1,9:03,8.3
"		108",서울,2012-04-04,7.2,12.8,13:31,2.2,2:03,10.6
"		108",서울,2012-04-05,6.7,12.2,13:34,3.1,5:32,9.1
"		108",서울,2012-04-06,5.4,9.6,14:10,2.6,23:56,7
"		108",서울,2012-04-07,5.9,12.4,16:15,0.6,5:29,11.8
"		108",서울,2012-04-08,11.3,17.6,14:59,4.6,3:28,13
"		108",서울,2013-04-02,7.2,9.5,0:01,5.8,23:50,3.7
"		108",서울,2013-04-03,7.9,14.1,15:45,3.9,5:58,10.2
"		108",서울,2013-04-04,12.6,19.8,16:09,5.6,5:37,14.2
"		108",서울,2013-04-05,14.6,19.9,14:31,10.1,6:03,9.8
"		108",서울,2013-04-06,7.5,13,0:01,2.5,23:55,10.5
"		108",서울,2013-04-07,5.1,9.6,16:22,2,7:05,7.6
"		108",서울,2013-04-08,8,13.8,14:22,2.5,6:03,11.3
"		108",서울,2014-04-02,15.5,21.9,15:26,9.9,6:35,12
"		108",서울,2014-04-03,10.2,13.6,13:54,5.5,23:06,8.1
"		108",서울,2014-04-04,6.6,11.7,14:28,2.3,6:06,9.4
"		108",서울,2014-04-05,6.2,11,11:55,3.5,4:53,7.5
"		108",서울,2014-04-06,7.4,12.8,14:58,2.3,6:21,10.5
"		108",서울,2014-04-07,10.3,16.7,15:03,4.9,5:55,11.8
"		108",서울,2014-04-08,11.9,19.7,15:11,5.7,6:08,14
"		108",서울,2015-04-02,14.8,21.8,13:56,8.5,3:06,13.3
"		108",서울,2015-04-03,10.6,15.1,0:01,6.9,7:18,8.2
"		108",서울,2015-04-04,13.5,18.5,14:52,8.9,6:20,9.6
"		108",서울,2015-04-05,10.5,12.2,0:01,10.1,11:56,2.1
"		108",서울,2015-04-06,10.3,15.4,14:12,6.9,23:51,8.5
"		108",서울,2015-04-07,8.4,12.2,10:18,5.5,5:21,6.7
"		108",서울,2015-04-08,8.3,13.7,16:12,3.5,6:14,10.2
"		108",서울,2016-04-02,15,21.7,15:03,9.6,6:42,12.1
"		108",서울,2016-04-03,10.7,12.7,14:37,8.2,23:55,4.5
"		108",서울,2016-04-04,12.3,19.8,14:31,5.1,6:25,14.7
"		108",서울,2016-04-05,11.4,18.1,13:46,5.9,6:50,12.2
"		108",서울,2016-04-06,14.4,22.9,16:21,6.6,4:18,16.3
"		108",서울,2016-04-07,14.1,20.6,14:12,10.5,3:00,10.1
"		108",서울,2016-04-08,11.1,18.7,13:23,7.8,23:49,10.9
"		108",서울,2017-04-02,9,15.8,15:12,3.1,5:34,12.7
"		108",서울,2017-04-03,11.4,19.2,15:14,4.3,6:30,14.9
"		108",서울,2017-04-04,14.1,21.8,14:13,6.7,6:33,15.1
"		108",서울,2017-04-05,12,14.2,12:10,10.8,16:35,3.4
"		108",서울,2017-04-06,10.4,12.4,0:01,9.4,8:35,3
"		108",서울,2017-04-07,14.5,23.5,15:39,9,3:23,14.5
"		108",서울,2017-04-08,13,19.9,15:46,8.6,6:47,11.3
"		108",서울,2018-04-02,18.4,23.7,14:59,14.9,5:48,8.8
"		108",서울,2018-04-03,17.8,21.2,14:09,14.9,23:02,6.3
"		108",서울,2018-04-04,13.4,18.2,14:30,9.5,23:56,8.7
"		108",서울,2018-04-05,7.6,9.5,0:01,6.7,7:51,2.8
"		108",서울,2018-04-06,5.8,8.6,10:22,3,24:00:00,5.6
"		108",서울,2018-04-07,4.2,8.6,13:41,1.4,2:24,7.2
"		108",서울,2018-04-08,3.9,7.9,13:53,0.6,6:38,7.3
"		108",서울,2019-04-02,6.7,13,16:11,1.3,5:38,11.7
"		108",서울,2019-04-03,7.6,13.6,14:46,1.9,6:04,11.7
"		108",서울,2019-04-04,9.2,15.7,15:11,3,5:35,12.7
"		108",서울,2019-04-05,11.4,17.2,15:21,7,3:05,10.2
"		108",서울,2019-04-06,9.3,12.2,12:34,5.9,5:41,6.3
"		108",서울,2019-04-07,12.6,20.3,15:05,5.6,6:50,14.7
"		108",서울,2019-04-08,11.6,17.2,16:11,7.6,6:40,9.6
"		108",서울,2020-04-02,9.3,15.5,13:15,3.4,6:13,12.1
"		108",서울,2020-04-03,10,16.3,14:34,5.3,5:04,11
"		108",서울,2020-04-04,8.9,13.3,15:05,5,23:58,8.3
"		108",서울,2020-04-05,7.2,13.7,15:16,1.9,6:05,11.8
"		108",서울,2020-04-06,9.3,16.1,13:48,2.9,6:01,13.2
"		108",서울,2020-04-07,10.6,16.8,14:16,6,4:30,10.8
"		108",서울,2020-04-08,9.4,14.2,15:57,5.2,4:57,9
"		108",서울,2021-04-02,17.8,23,15:06,12.5,4:08,10.5
"		108",서울,2021-04-03,14.9,18,0:01,10.9,23:53,7.1
"		108",서울,2021-04-04,11.9,15.8,13:37,9,24:00:00,6.8
"		108",서울,2021-04-05,11.9,19.3,16:14,5.4,6:29,13.9
"		108",서울,2021-04-06,13.9,19.2,13:43,9.4,5:10,9.8
"		108",서울,2021-04-07,14.1,20.4,13:35,8.1,6:07,12.3
"		108",서울,2021-04-08,13,18,15:16,7.2,6:16,10.8
"		108",서울,2022-04-02,8.2,14.2,14:44,3.7,6:18,10.5
"		108",서울,2022-04-03,9.6,17,15:27,3.5,6:29,13.5
"		108",서울,2022-04-04,10.3,16.4,13:28,5.1,6:38,11.3
"		108",서울,2022-04-05,10.3,15.8,14:09,4.9,6:15,10.9
"		108",서울,2022-04-06,11.7,17,14:31,8,6:00,9
"		108",서울,2022-04-07,10.9,15.7,13:10,7.4,23:59,8.3
"		108",서울,2022-04-08,12.9,20,15:21,5.1,6:12,14.9
"		",,,,,,,,
"	",,,,,,,,
"	",,,,,,,,
"	",,,,,,,,
"	",,,,,,,,
"		",,,,,,,,
"	",,,,,,,,
"	",,,,,,,,
